,Link,Date,Media,Title,Article,Summary
0,https://news.un.org/en/story/2020/01/1055651,"Mon, 20 Jan 2020 08:00:00 GMT",UN News,"Nearly half a billion can’t find decent work, unemployment set to rise: new UN labour report","After nine years of relatively stable global unemployment, the World Employment and Social Outlook: Trends 2020 puts the rising jobless numbers down to a stagnating global economy.

The number of people unemployed around the world stands at some 188 million. In addition, 165 million people don’t have enough paid work, and 120 million have either given up actively searching for work or otherwise lack access to the labour market.

“For millions of ordinary people, it’s increasingly diﬃcult to build better lives through work”, said ILO Director-General Guy Ryder. “Persisting and substantial work-related inequalities and exclusion are preventing them from ﬁnding decent work and better futures. That’s an extremely serious ﬁnding that has profound and worrying implications for social cohesion.”

Earlier in January, a UN report on the economy showed that developed countries are experiencing slow growth, and some African countries are stagnating. The consequence is that not enough new jobs are being created to absorb the growing labour force as it enters the market. In addition, many African countries are experiencing a drop in real incomes and a rise in poverty.

BREAKING: We've just released our annual flagship report, which explains why it's becoming increasingly difficult for people to build better lives through their work.



Read about it here: https://t.co/I3cNVDYS2E pic.twitter.com/D3uNEiISDN — ILO (@ilo) January 20, 2020

Eradicating poverty is an important element of the UN’s 2030 Agenda for Sustainable Development but, according to the ILO study, moderate or extreme working poverty – deﬁned as earning less than the equivalent of $3.20 per day – is expected to edge up in 2020-21 in developing countries.

Inequalities related to gender, age and geographical location continue to plague the job market, with the report showing that these factors limit both individual opportunity and economic growth.

Some 267 million young people aged 15-24 are not in employment, education or training, and many more endure substandard working condition.

The rise in trade restrictions and protectionism, which could have a significant impact on employment, is seen as a potentially worrying trend, as is the significant drop in the share of national income in the form of wages, compared to other forms of production.

The report’s authors recommend that countries ensure that economic growth and development occurs in a way that leads to the reduction of poverty and better working conditions in low-income countries, through structural transformation, technological upgrading and diversiﬁcation.","In addition, 165 million people don’t have enough paid work, and 120 million have either given up actively searching for work or otherwise lack access to the labour market.
“For millions of ordinary people, it’s increasingly diﬃcult to build better lives through work”, said ILO Director-General Guy Ryder.
“Persisting and substantial work-related inequalities and exclusion are preventing them from ﬁnding decent work and better futures.
In addition, many African countries are experiencing a drop in real incomes and a rise in poverty.
BREAKING: We've just released our annual flagship report, which explains why it's becoming increasingly difficult for people to build better lives through their work."
1,https://www.themastonline.com/2020/01/27/mwanza-says-only-decent-work-can-promote-inclusive-economic-growth/,"Mon, 27 Jan 2020 08:00:00 GMT",themastonline.com,Mwanza says only decent work can promote inclusive economic growth – The Mast Online,"ONLY decent work can promote sustained and inclusive economic growth, says Livingstone acting district administrative officer Hellen Mwanza.

And National Union of Aviation and Allied Workers (NUAAW) president Happy Phiri says without workers’ education on labour matters there can be confrontations at work places.

Addressing newly elected Bushtracks NUAAW branch officials during an induction workshop under the theme: ‘Empowering knowledge to branch officials’ at Lilamono lodge, Mwanza said decent work entails workers must be in secure and fairly paid employment.

“The theme underscores the reality facing the workers as they strive to secure decent working conditions. Only decent work can promote sustained and inclusive economic growth. Your members need decent salaries, full employment, social protection and rights at work,” Mwanza said.

She added that she was aware of the challenges facing employees that NUAAW represents such as prolonged periods for negotiations, low wages, threats of dismissal, delayed remittance of pension contributions and casualisation.

Mwanza, who is also the district labour officer, said union leaders were key to promoting dialogue and enhanced improved working conditions for members.

And Phiri said NUAAW has introduced a pension scheme with Madison Insurance to benefit its workers upon retirement.

He also revealed that NUAAW had created a cooperative that would help support members with small loans.

Phiri said it was sad that some employers were denying their workers the right to belong to a union of their choice.

“This leads to frustrations among workers as well as low productivity at the place of work. Enough is enough, one day workers will be freed,” said Phiri.

Bushtracks NUAAW branch chairman Francis Chileka said his union, which affiliated to the national aviation labour movement last September would strive to do the best in labour matters despite being new.

“We may face challenges but with the help of the national leadership we will do the best,” said Chileka.","ONLY decent work can promote sustained and inclusive economic growth, says Livingstone acting district administrative officer Hellen Mwanza.
And National Union of Aviation and Allied Workers (NUAAW) president Happy Phiri says without workers’ education on labour matters there can be confrontations at work places.
Addressing newly elected Bushtracks NUAAW branch officials during an induction workshop under the theme: ‘Empowering knowledge to branch officials’ at Lilamono lodge, Mwanza said decent work entails workers must be in secure and fairly paid employment.
“The theme underscores the reality facing the workers as they strive to secure decent working conditions.
Only decent work can promote sustained and inclusive economic growth."
2,https://www.azcentral.com/story/opinion/op-ed/robertrobb/2020/01/05/why-2020-election-all-doom-gloom-even-when-economy-good/2798636001/,"Sun, 05 Jan 2020 08:00:00 GMT",AZCentral,"The economy is good, but the 2020 election is all about doom and gloom. Here's why","CLOSE

Opinion: For Reagan, an improved economy meant morning in America. For Trump, it's thunderstorms everywhere, all the time.

The 2020 election will be ugly, unpleasant and, if you pay too much attention, torturous. (Photo: AP)

I dread the upcoming electoral season. It is sure to be a monumentally dispiriting enterprise.

And there will be no escaping it in Arizona. We are a battleground state for the presidency and the U.S. Senate. Three of our congressional districts will be targeted, to at least some extent, by one party or the other. We will be inundated with the worst the country’s politics has to offer.

Elections should be, at least in some measure, a celebration of self-governance. There, however, is unlikely to be anything edifying or uplifting in this one. It will be ugly, unpleasant and, if you pay too much attention, torturous. And I have a professional obligation to pay too much attention.

What strikes me is how disconnected the nature of our politics is to the actual conditions of the country and state, which are relatively good.

Trump has a decent economic record

There’s a contradiction in the position of Democrats regarding the economy.

On the one hand, they say that the good numbers in economic growth and jobs are a continuing dividend of the policies of the Obama administration, not to be credited to the presidency of Donald Trump. On the other hand, they say the economy stinks, is rigged, and is leaving average Americans behind.

In reality, there’s an observable uptick in economic performance since the Trump policies of corporate tax cuts and deregulation have been implemented. The most notable is much improved wage growth for those without a college degree. Trump’s policies have increased the demand for labor across the board.

Despite the caterwauling from the Democratic presidential aspirants, the results demonstrate that markets, given the appropriate political economy, still work, including the labor market.

Things are going well in metro Phoenix

Gov. Doug Ducey has been in the practice of issuing year-end reviews, sort of an annual report. I suppose it’s Ducey in his CEO motif.

The annual reports always say that things are going swimmingly for the state, and Ducey’s policies deserve much of the credit. His PR apparatus floods social media with digestible nuggets.

This is obviously self-serving. It can be irritating and produce a cynical response. I may have succumbed to that in the past.

Looking for the other side of the story? Subscribe today for access to even more opinions.

But, in reality, things are going well in the state, particularly in the Phoenix metro area. We have regained our position prior to the housing bubble and bust as one of the country’s most dynamic and successful regional economies.

The extent to which Ducey’s policies are responsible is less clear. He has turned out to be a tinkerer rather than a reformer. But he has tinkered adroitly, both substantively and politically.

State government is in far better shape than when he was first elected. And his pro-business attitude and engagement do make a contribution to our economy regaining its dynamism.

At a minimum, Ducey hasn’t screwed things up. And with respect to political economy, having politicians who don’t screw things up is a considerable asset.

But to Trump, it's all mess and venom

So, if things are generally going well, why are our politics so dour and dispiriting?

The answer is clearly Donald Trump.

Trump is a one-trick pony when it comes to campaigning: attack your opponent in as personal of terms as possible. All the time, with no bottom to be reached. He is incapable of making a policy argument.

Now, American politics were nasty and personal before Trump. But Trump takes it to new extremes. And he’s an accelerant, increasing the venom from others, friend and foe.

There’s this paradox: Any other Republican running on Trump’s record would undoubtedly win in a walk. The Democrats would be in the process of repeating the McGovern debacle of 1972. Trump is the only Republican they have a reasonable chance of beating.

Why is the GOP imitating his politics?

This is what makes Trump’s hold on the Republican Party so hard to understand. He’s an incredibly weak candidate. In 2016, he ran behind other Republicans in state after state, including Arizona.

In 2016, John McCain’s vote exceeded that of Trump by more than 100,000. Trump carried the state by just 3.5 percentage points. Four years earlier, Mitt Romney carried Arizona over a much tougher opponent, an incumbent president, by 9 percentage points.

In such circumstances, the logical thing for other Republican officeholders to do would be to support Trump’s policies where they are well directed, but let Trump stew in his own juices regarding the way he practices politics. Instead, they have become loyalists and imitators.

A Republican running for re-election on Trump’s record should be about to reprise Ronald Reagan’s “It’s morning in America” campaign of 1984.

Instead, with Trump, it’s thunderstorms everywhere, all the time.

Reach Robb at robert.robb@arizonarepublic.com.

Read or Share this story: https://www.azcentral.com/story/opinion/op-ed/robertrobb/2020/01/05/why-2020-election-all-doom-gloom-even-when-economy-good/2798636001/","The 2020 election will be ugly, unpleasant and, if you pay too much attention, torturous.
On the other hand, they say the economy stinks, is rigged, and is leaving average Americans behind.
In reality, there’s an observable uptick in economic performance since the Trump policies of corporate tax cuts and deregulation have been implemented.
Trump’s policies have increased the demand for labor across the board.
The annual reports always say that things are going swimmingly for the state, and Ducey’s policies deserve much of the credit."
3,https://finance.yahoo.com/news/costcos-cost-decent-comps-run-133701479.html,"Mon, 20 Jan 2020 08:00:00 GMT",Yahoo Finance,Costco's (COST) Decent Comps Run to Fuel Top-Line Growth,"Costco Wholesale Corporation’s COST growth strategies, sturdy comparable sales (comps) performance and strong membership trends reinforce its position in the competitive retail industry. In fact, the company’s strategy of selling products at heavily discounted prices has helped it remain on the growth trajectory. Additionally, a differentiated product range enables the company to provide an upscale shopping experience for members.



Moreover, sturdy labor market, steady wage gains and improved consumer sentiment are other catalysts. Cumulatively, these factors have been aiding the company’s top line performance, in spite of operating in a fast-changing retail landscape.



We note that Costco registered an increase 5.6% in total revenues during the first quarter of fiscal 2020. Looking ahead, the Zacks Consensus Estimate for the second quarter and fiscal 2020 indicates year-over-year growth of 8.1% and 6.6%, respectively. Certainly, decent comps run remain one of the key factors behind incremental sales.



The operator of membership warehouses had witnessed comps growth of 9% during the month of December. This follows an increase of 5.3% in November, 5.7% in October and 4.2% in September. Meanwhile, net sales improved 10.5% to $17.04 billion in the December month, following a rise of 6.7%, 6.8% and 5.6% in November, October and September, respectively.





Few Other Aspects



With the wave of digital transformation hitting the retail sector, Costco is rapidly adopting the omni-channel mantra to provide a seamless shopping experience, whether online or in-stores. It is steadily expanding e-commerce capabilities in the United States, Canada, the U.K., Mexico, Korea, Taiwan and Japan. E-commerce comparable sales surged 43.1% in the month of December. In the last reported quarter, the company’s e-commerce comparable sales had risen 5.5% year over year.



We believe that Costco’s business model and commitment toward opening membership warehouses will continue to drive traffic. The company also remains focused on ramping up investments in the wake of rising competition from the likes of Dollar Tree DLTR, Dollar General DG and Target TGT.



It’s no wonder that Costco has been able to create a niche for itself in the industry. Notably, this Zacks Rank #2 (Buy) stock has surged 42.7% in a year, outperforming the industry’s rally of 36.3%. You can see the complete list of today’s Zacks #1 Rank (Strong Buy) stocks here.



Biggest Tech Breakthrough in a Generation



Be among the early investors in the new type of device that experts say could impact society as much as the discovery of electricity. Current technology will soon be outdated and replaced by these new devices. In the process, it’s expected to create 22 million jobs and generate $12.3 trillion in activity.



A select few stocks could skyrocket the most as rollout accelerates for this new tech. Early investors could see gains similar to buying Microsoft in the 1990s. Zacks’ just-released special report reveals 8 stocks to watch. The report is only available for a limited time.



See 8 breakthrough stocks now>>



Want the latest recommendations from Zacks Investment Research? Today, you can download 7 Best Stocks for the Next 30 Days. Click to get this free report



Dollar Tree, Inc. (DLTR) : Free Stock Analysis Report



Dollar General Corporation (DG) : Free Stock Analysis Report



Target Corporation (TGT) : Free Stock Analysis Report



Costco Wholesale Corporation (COST) : Free Stock Analysis Report



To read this article on Zacks.com click here.



Zacks Investment Research","Costco Wholesale Corporation’s COST growth strategies, sturdy comparable sales (comps) performance and strong membership trends reinforce its position in the competitive retail industry.
In fact, the company’s strategy of selling products at heavily discounted prices has helped it remain on the growth trajectory.
Looking ahead, the Zacks Consensus Estimate for the second quarter and fiscal 2020 indicates year-over-year growth of 8.1% and 6.6%, respectively.
Certainly, decent comps run remain one of the key factors behind incremental sales.
Click to get this free reportDollar Tree, Inc. (DLTR) : Free Stock Analysis ReportDollar General Corporation (DG) : Free Stock Analysis ReportTarget Corporation (TGT) : Free Stock Analysis ReportCostco Wholesale Corporation (COST) : Free Stock Analysis ReportTo read this article on Zacks.com click here."
4,https://www.thestar.com.my/opinion/letters/2020/01/09/right-of-workers-to-decent-working-hours,"Thu, 09 Jan 2020 08:00:00 GMT",The Star Online,Right of workers to decent working hours,"THE Malaysian Employment Act 1955 defines a work week as 48 hours, with a maximum of eight hours per day and six working days a week. It also provides for 10 days of paid holidays.

A worker’s rest day should be respected, so if he or she is requested to work on that day, the law stipulates that the individual needs to be compensated with a wage payment at the rate of 2.5 times the normal sum.

Ten days of holiday a year (“10 Gazetted Public Holidays”) is provided for all employees. A break of 30 minutes should be provided by employers for each five hours in excess of eight hours of work.

The exception to the eight-hour day is when the specific project or work needs to progress continuously over two shifts.

These rules are expected to apply to all government, commercial and industrial and other professions. The employer who violates or contravenes any provisions of this law has committed an offence and would be held accountable by the director-general of Labour.

All employees need to review their conditions of employment to ascertain that indeed these guidelines are outlined in their contracts. It is imperative under the terms of international labour laws set by the International Labour Organisation (ILO), the United Nations labour laws and Malaysian labour laws that these provisions be upheld by employers irrespective of their status.

These labour laws and working conditions and hours need to be upheld by all employers, including international companies or corporations operating in Peninsular Malaysia.

Conventions set by ILO are legally binding international treaties that may be ratified by member states. Recommendations are non-binding guidelines.

In many cases, a convention lays down the basic principles to be implemented by ratifying countries while a related recommendation supplements the convention by providing more details.

International labour standards refer to conventions agreed upon by international actors, resulting from a series of value judgments “set forth to protect basic worker rights, enhance workers’ job security, and improve their terms of employment on a global scale”.

The intent of such standards is to establish a worldwide minimum level of protection from inhumane labour practices through the adoption and implementation of the said measures.

From a theoretical standpoint, it has been maintained, on ethical grounds, that there are certain basic human rights that are universal to humankind.

Thus, it is the aim of international labour standards to ensure the provision of such rights in the workplace, such as against workplace aggression, bullying, discrimination and gender inequality.

Talking to various Malaysian employees, their families and friends, I have come to realise that some local employers disregard and blatantly ignore the above guidelines and terms of their employment.

They pay no attention to the Employment Act 1955 and its approved amendments made by Parliament.

The long hours and adverse conditions enforced on Malaysian employees, if allowed to continue, could result in a terrible health toll on them and their families.

The adverse conditions under which employees work should not be ignored by the director-general of Labour and the Human Resources Ministry.

Long working hours enforced by employers and the related stress can lead to increased incidence of depression and hypertension, which can subsequently lead to cardiovascular damage and stroke. This state of affairs would lead to loss of morale and less efficiency in the workplace.

The negative impacts on family life and health of Malaysian employees cannot continue. They should and must be corrected by stricter enforcement of the law by the director-general of Labour.

International corporations must also comply with the Malaysian Employment Act, including the provision on working hours.

Any international corporation that fails to follow the provisions of the Malaysian Employment Act must be cited and reported to the relevant authorities in their home country, for example the State Department in the case of the United States, for further action.

The long hours and working conditions of Malaysian workers need to be examined critically to determine a solution.

DR J. V. ANANDAN

Associate professor (retired)

Pharmacy, Pharmacology and Pharmacokinetics

Wayne State University

Detroit, United States","THE Malaysian Employment Act 1955 defines a work week as 48 hours, with a maximum of eight hours per day and six working days a week.
A break of 30 minutes should be provided by employers for each five hours in excess of eight hours of work.
These labour laws and working conditions and hours need to be upheld by all employers, including international companies or corporations operating in Peninsular Malaysia.
International corporations must also comply with the Malaysian Employment Act, including the provision on working hours.
The long hours and working conditions of Malaysian workers need to be examined critically to determine a solution."
5,https://www.jamaicaobserver.com/business-report/why-can-t-jamaica-have-decent-growth-_186494,"Fri, 07 Feb 2020 08:00:00 GMT",Jamaica Observer,Why can't Jamaica have decent growth?,"The last time Jamaica saw any decent level of growth was in the 1960s. During that period we saw growth as high as 12 per cent, and the average for that decade was in fact around six to seven per cent. Since then we had about three to four years of growth averaging around six per cent in the 1980s, but even though the growth rates were decent during the 1980s, it was not sustainable.

I say it wasn't sustainable during the 1908s because debt to gross domestic product (GDP) also reached a record 212 per cent, which implied that growth was being driven by the high levels of debt.

Don't get me wrong though, as I think that the debt was necessary to take us out of the significant decline of the 1970s, where the economy declined a whopping 20 per cent approximately.

Coming out of the 1980s, we never capitalised on the debt momentum, which started in the 1980s, and in addition to not setting the environment for growth we also continued the high levels of borrowing, which eventually led to our financial crisis in the 1990s (FINSAC).

Even with the high levels of debt in the 1990s we were lucky to achieve three per cent in any one year.

Fast forward to today, and even after the sacrifices made by Jamaicans, we are still not able to achieve more than one per cent growth in any year. This is even after the reduction in the debt to GDP to under 100 per cent (with the programme across administrations) and the boom in construction in recent years.

Again, I think that both the economic programme, started by Phillips, and the construction boom, under Holness, were necessary to get us to where we are today. And we are certainly in a far better position than we were in 2013.

The question though is why have we been unable to achieve any sustainable respectable levels of growth since the end of 1971/2, which was some 48 years ago?

Think about the implications if you for 48 years you are making less progress than others around you. You would end up, as Jamaica did, in a much worse position than you were relatively 48 years before.

I was speaking to a leading figure in the financial industry recently, and he asked me the question, what is the use of having the high levels of foreign exchange reserves if we are unable to bring some stability to the currency markets. And despite what the authorities want to say, the instability in the FX market matters to business people, as was demonstrated in the explanation for the third consecutive quarter of decline in the business index.

My answer to him was simple, if you look at the economic advancements made in this country it has not come as a result of the fiscal policies we have implemented over the past 48 years. Growth has come as a result of sacrifices made by Jamaicans (such as more taxes), debt (high debt to GDP levels), foreign aid, and sacrifices made by the business community.

In particular the financial industry in 2010 and 2013 gave up hundreds of millions, if not billions of dollars, to bail out the Government and country through the two debt exchanges. Let us not fool ourselves, if that sacrifice was not made (because they could have said no and walked away like institutions in other countries) the country would have been in serious trouble as a debt default was imminent.

So as I said to my friend, when you think about it, we have not, since the 1960s seen any real sustainable and respectable GDP growth. As I said the 1980s growth was based on increasing debt levels, as necessary as it was.

So why have we not been able to achieve any sustainable growth levels without the aid of the crutches mentioned above?

The fact is that we have made very poor fiscal policy decisions. We should all remember that growth is achieved when there is value added, and the truth is that we have not really had much value added in Jamaica.

Sure we see tourism numbers increasing every year, but we negate it with high levels of food imports. Sure we see booming construction in the economy, but most of the inputs are imported. And the list goes on and on, as we always seem to have an equal or greater negative value to every added value we create — when growth is nothing more than an increase in value added over the corresponding prior period.

So in our case, growth would be the additional value created in the economy from labour productivity or other forms of local input, above the value of the imported inputs.

The problem we have is that even while our production is increasing and more employment is created, we are importing most of the inputs to produce, or sustain the growth, when high levels of real growth will only come when the rate of increase of the local inputs far exceed the rate of increase of the imported inputs.

As well intentioned as those in authority are, the fact is that our policy framework and our production rules are not structured for us to achieve that sustainable growth.

The only way to change the effect positively, is to change the environment in which we operate. But to change the environment requires bold decisions to go against the political trend.

For example, there is one primary thing that can be done to give us much greater value added while also significantly reducing our FX inputs, but I don't know if we will ever see the political will to address it. — all we need to do is provide a very efficient and secure transportation system.

This is not difficult to do but it means getting beyond the political order of providing jobs, taking strong action against indisciplined driving, and changing our mindset about funding for a proper transportation system. If this is done it will enhance productivity (less traffic), reduce our energy bill significantly (less cars on the road), reduce our FX requirements as a result (less need to import cars), and as a result leave more income in the hands of Jamaicans and increase living standards.

Will we ever make the right fiscal decisions in defiance of preferred political ones? I don't know, but what I do know is that if we don't then we will continue to only chug along.

Dennis Chung is the author of Charting Jamaica's Economic and Social Development AND Achieving Life's Equilibrium. His blog is dcjottings.blogspot.com. Email: drachung@gmail.com","The last time Jamaica saw any decent level of growth was in the 1960s.
As I said the 1980s growth was based on increasing debt levels, as necessary as it was.
So why have we not been able to achieve any sustainable growth levels without the aid of the crutches mentioned above?
We should all remember that growth is achieved when there is value added, and the truth is that we have not really had much value added in Jamaica.
Sure we see tourism numbers increasing every year, but we negate it with high levels of food imports."
6,https://www.chicagotribune.com/suburbs/naperville-sun/opinion/ct-nvs-decent-column-st-0216-20200214-py33uc4r75hnroj2qpf3c2xtve-story.html,"Fri, 14 Feb 2020 08:00:00 GMT",Chicago Tribune,Decent: Seniors taking their golden years into their own hands by deciding how and where they want to live,"“Generally, life is chaotic when you’re the parents of kids,” she said. “When you are older, you tend to slow down and enjoy the company of others more. Our society suffers from hurry sickness. When seniors are around their own generation, that is gone. It’s beautiful because time means so much more. In a place like this, you have something to look forward to and everyone needs a reason to get up in the morning.”","“Generally, life is chaotic when you’re the parents of kids,” she said.
“When you are older, you tend to slow down and enjoy the company of others more.
Our society suffers from hurry sickness.
When seniors are around their own generation, that is gone.
In a place like this, you have something to look forward to and everyone needs a reason to get up in the morning.”"
7,https://www.businesstoday.in/trending/box-office/shikara-box-office-collection-day-2--vidhu-vinod-chopra-film-maintains-decent-hold/story/395781.html,"Sun, 09 Feb 2020 08:00:00 GMT",Business Today,Shikara Box Office Collection Day 2: Vidhu Vinod Chopra's film maintains decent hold; earns around Rs 5 crore,"Shikara Box Office Collection: Vidhu Vinod Chopra's directorial venture Shikara has done reasonable business at the box office on its second day. The art film, which is based on exodus of Kashmiri Pandits, released on February 7.

Film Shikara, which is competing with big films like 'Malang', Tanhaji: The Unsung Warrior', and 'Jawaani eewani', has managed to survive by its descent earnings.

Shikara minted Rs 1.20 crore on its Day 1. Early estimates show that that on Day 2, the film's collection has risen to Rs 2 crore -Rs 3 crore.

Shikara is set against the backdrop of Kashmiri Pandit exodus from the Kashmir Valley in late 1989 and early 1990, in the wake of violent Islamist insurgency.

Shikara has received largely positive reviews from the critics. Therefore, strong word of mouth might benefit the film during the weekend.

The film marks Vidhu Vinod Chopra's comeback to Bollywood as a director after 17 years. His last directorial venture was 2007 release, 'Eklavya', starring Amitabh Bachchan, Sanjay Dutt and Saif Ali Khan.

With Shikara, Sadia and Aadil Khan have made their debut in Bollywood. Sadia originally hails from Kashmir. She has played the character of 'Shanti Dhar' in the film. On the other hand, Aadil Khan has played the character of 'Shiv Kumar Dhar' in Shikara.","Shikara Box Office Collection: Vidhu Vinod Chopra's directorial venture Shikara has done reasonable business at the box office on its second day.
Film Shikara, which is competing with big films like 'Malang', Tanhaji: The Unsung Warrior', and 'Jawaani eewani', has managed to survive by its descent earnings.
Early estimates show that that on Day 2, the film's collection has risen to Rs 2 crore -Rs 3 crore.
The film marks Vidhu Vinod Chopra's comeback to Bollywood as a director after 17 years.
With Shikara, Sadia and Aadil Khan have made their debut in Bollywood."
8,https://zeenews.india.com/bollywood/entertainment-news-aditya-roy-kapur-disha-patanis-malang-marks-a-decent-start-at-box-office-2262844.html,"Mon, 10 Feb 2020 08:00:00 GMT",Zee News,Entertainment News: Aditya Roy Kapur-Disha Patani's 'Malang' marks a decent start at Box Office,"New Delhi: Filmmaker Mohit Suri's 'Malang' has managed to get a decent opening at the Box Office. The thriller featuring Aditya Roy Kapur and Disha Patani in the lead roles got a thumbs up from the masses. The film has earned over Rs 25 crore at the domestic markets so far.

Renowned movie critic and trade analyst Taran Adarsh took to Twitter and shared the Day 3 figures with fans. He wrote: #Malang records decent weekend... Witnesses growth on Day 2 and 3, but jump on Day 3 is missing... Multiplexes improve... Mass circuits fair... Important to maintain the momentum on weekdays... Fri 6.71 cr, Sat 8.89 cr, Sun 9.76 cr. Total: ₹ 25.36 cr. #India biz.

#Malang records decent weekend... Witnesses growth on Day 2 and 3, but jump on Day 3 is missing... Multiplexes improve... Mass circuits fair... Important to maintain the momentum on weekdays... Fri 6.71 cr, Sat 8.89 cr, Sun 9.76 cr. Total: ₹ 25.36 cr. #India biz. — taran adarsh (@taran_adarsh) February 10, 2020

#AdityaRoyKapur versus #AdityaRoyKapur... *Opening Weekend* biz...

2013: #Aashiqui2 ₹ 20.50 cr

2014: #DaawatEIshq ₹ 13.60 cr

2016: #Fitoor ₹ 14.11 cr

2017: #OkJaanu ₹ 13.80 cr

2020: #Malang ₹ 25.36 cr

Note: Solo hero films. Hence, #YJHD and #Kalank not included.

#India biz.

'Malang' also stars veteran actor Anil Kapoor and Kunal Kemmu in pivotal parts. Aditya and Disha have never been paired together before this and the fans are excited to watch their reel chemistry which looks palpable.","New Delhi: Filmmaker Mohit Suri's 'Malang' has managed to get a decent opening at the Box Office.
He wrote: #Malang records decent weekend...
Total: ₹ 25.36 cr.
#Malang records decent weekend...
Total: ₹ 25.36 cr."
9,https://www.forbes.com/sites/paultassi/2020/03/24/cursed-movie-the-hunt-is-bad-political-satire-but-a-decent-action-film/,"Tue, 24 Mar 2020 07:00:00 GMT",Forbes,"Cursed Movie ‘The Hunt’ Is Bad Political Satire, But A Decent Action Film","The Hunt Universal

In the midst of a global economic collapse it may not be the best idea to shell out $20 to rent a movie that was supposed to be in theaters, but that’s the current state of the world, and what I did yesterday to watch The Hunt, a movie which has had its theatrical released canceled twice over now before finally giving up and going on demand.

The Hunt was pulled from theaters the first time many months ago in the wake of mass shootings in Dayton and El Paso, as its subject matter about humans being hunted from sport seemed in bad taste. It may still be in bad taste, yet this time it was an unprecedented global pandemic that closed down all theaters and shelved its re-release date. So onto streaming services it went.

The literal plot of the film is that rich liberals get together and hunt “deplorable” conservatives for sport in the woods. So, on the surface, you may think that it’s a kind of conservative answer to the somehow more subtle The Purge, where rich and/or unhinged mainly exterminate the poor for a similar reason.

And yet I’m not even sure that’s what’s happening here, and getting through the film feels less like it’s going after liberals and more like it’s attacking the entire concept of horror movies as political satire in general.

The Hunt Universal

It’s both sides that are stereotyped to a truly absurd degree. Yes, the liberals are the “bad guys,” and they literally sit around calling each other “comrade” and screaming things like “climate change is real!” as they murder people. It’s a parody of a parody. But similarly, the right-wingers being hunted fit into their own stereotypes, like the FOX News-watching veteran or the conspiracy theorist podcaster ranting about “globalist cucks.”

The only somewhat “normal” character in the film is what, after several false starts and executions, turns out to be Betty Gilpin’s Crystal, a military vet who ends up giving the film a You’re Next vibe when the hunted becomes the hunter.

The political stuff, whether it’s actually trying to mock liberals, conservatives, or both, is massively stupid and doesn’t work at all. And yet The Hunt kind of works as a halfway decent action film, particularly once Crystal gets rolling.

I actually appreciate both how The Hunt assembled a pretty solid cast of known faces (Emma Roberts, Justin Hartley, Ike Barinholtz) and is content with killing them off extremely quickly in ways that are both gory and genuinely unexpected, as you figure you’re watching who is supposed to be the lead of the film right up until the moment a sniper round blows through them or they step on a land mine.

Once we finally do land on our lead, however, the film gets better, as watching Crystal disassemble a bunker full of hunters and their national guard training instructor is pretty fantastic (minus the dumb political one-liners throughout), as is her final dual with Hillary Swank which is as brutal as anything you might see in a John Wick film. I have been a fan of Gilpin since I saw her in Netflix’s GLOW, and she’s the standout of the film for her mercifully understated performance and her capacity for action heroine violence.

The Hunt Netflix

I do believe that horror movies can pull off effective political commentary. I just watched The Platform on Netflix, which does just that, and while I think most of the Purge movies are pretty ham-handed with their metaphors, The First Purge, which directly takes on racial violence, does it very well.

This is not what The Hunt gets right. I’m not saying that because I don’t agree with its politics. I genuinely don’t think that it really even has politics, and it’s more making fun of anyone who would take it to be a serious examination of one side or the other. But that portion of the film is cringey and bad and sadly offsets some pretty decent action throughout the rest of it.

Would I recommend it? Yeah, maybe, if you’re a curious horror fan like I was. But not for a $20 rental. Wait until that comes down, which I imagine will happen soon enough here.

Follow me on Twitter, Facebook and Instagram. Pick up my new sci-fi novel Herokiller, and read my first series, The Earthborn Trilogy, which is also on audiobook.","The literal plot of the film is that rich liberals get together and hunt “deplorable” conservatives for sport in the woods.
The political stuff, whether it’s actually trying to mock liberals, conservatives, or both, is massively stupid and doesn’t work at all.
And yet The Hunt kind of works as a halfway decent action film, particularly once Crystal gets rolling.
The Hunt NetflixI do believe that horror movies can pull off effective political commentary.
But that portion of the film is cringey and bad and sadly offsets some pretty decent action throughout the rest of it."
